性别,年龄,年龄段
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1970,中年
女,1940,老年
女,1980,中年
女,1980,中年
男,1970,中年
女,1970,中年
男,1970,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1980,中年
女,1990,青年
女,1980,中年
女,1960,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1960,中年
女,1980,中年
男,1990,青年
男,1970,中年
男,1950,老年
女,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1960,中年
女,1980,中年
女,1950,老年
女,1960,中年
女,1960,中年
男,1980,中年
女,1950,老年
男,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
男,1960,中年
女,1980,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1990,青年
男,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
男,1960,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1960,中年
男,1990,青年
女,1960,中年
女,1960,中年
女,1990,青年
女,1950,老年
女,1970,中年
女,1990,青年
女,1980,中年
女,1960,中年
女,1960,中年
女,1970,中年
男,1980,中年
女,1980,中年
男,1990,青年
女,1960,中年
女,1950,老年
女,1970,中年
女,1950,老年
女,1970,中年
女,1960,中年
女,1950,老年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1990,青年
女,1950,老年
女,1970,中年
女,1980,中年
男,1990,青年
男,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
男,1980,中年
女,1970,中年
男,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1970,中年
男,1980,中年
女,1980,中年
女,1980,中年
女,1960,中年
男,1990,青年
女,1960,中年
男,1970,中年
女,1980,中年
女,1950,老年
女,1980,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1980,中年
男,1990,青年
女,1980,中年
女,1970,中年
男,1960,中年
女,1970,中年
女,1980,中年
女,1970,中年
男,1990,青年
女,1980,中年
女,1980,中年
男,1980,中年
男,1950,老年
女,1980,中年
男,1960,中年
女,1980,中年
女,1960,中年
女,1940,老年
女,1970,中年
女,1980,中年
女,1950,老年
男,1970,中年
女,1990,青年
女,1980,中年
男,1980,中年
女,1990,青年
男,1960,中年
女,1960,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1990,青年
女,1950,老年
女,1980,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1950,老年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1970,中年
男,1960,中年
女,1960,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1990,青年
女,1980,中年
女,1980,中年
男,1990,青年
男,1970,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1930,老年
女,1960,中年
女,1970,中年
女,1970,中年
女,1980,中年
男,1960,中年
女,1970,中年
女,1960,中年
男,1990,青年
女,1980,中年
男,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
男,1980,中年
女,1980,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1950,老年
女,1980,中年
女,1980,中年
女,1950,老年
女,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1960,中年
女,1960,中年
女,1990,青年
女,1960,中年
男,1970,中年
女,1980,中年
男,1980,中年
女,1970,中年
男,1980,中年
女,1970,中年
女,1960,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1990,青年
女,1970,中年
女,1960,中年
女,1960,中年
女,1970,中年
男,1960,中年
女,1960,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1980,中年
女,1960,中年
女,1980,中年
男,1980,中年
男,1960,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1970,中年
男,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
男,1980,中年
男,1950,老年
女,1970,中年
女,1980,中年
女,1950,老年
男,1960,中年
男,1960,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1940,老年
女,1990,青年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
男,1980,中年
男,1970,中年
女,1950,老年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1990,青年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1960,中年
女,1960,中年
女,1980,中年
男,1950,老年
女,1970,中年
男,1980,中年
女,1990,青年
男,1980,中年
女,1980,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
男,1960,中年
女,1970,中年
男,1990,青年
男,1960,中年
女,1990,青年
女,1970,中年
女,1960,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
男,1980,中年
男,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1940,老年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1950,老年
女,1960,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1960,中年
男,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1990,青年
女,1980,中年
男,1980,中年
男,1980,中年
女,1970,中年
女,1950,老年
女,1960,中年
女,1950,老年
女,1970,中年
女,1990,青年
女,1980,中年
女,1990,青年
女,1980,中年
女,1960,中年
男,1980,中年
女,1960,中年
女,1950,老年
女,1970,中年
女,1990,青年
男,1990,青年
女,1960,中年
女,1970,中年
女,1980,中年
女,1950,老年
女,1970,中年
女,1950,老年
女,1950,老年
女,1970,中年
男,1980,中年
女,1980,中年
男,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1990,青年
女,1960,中年
女,1980,中年
女,1960,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1970,中年
女,1950,老年
女,1980,中年
女,1960,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
男,1950,老年
女,1980,中年
男,1980,中年
男,1960,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1990,青年
女,1970,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1960,中年
男,1950,老年
男,1970,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1990,青年
女,1990,青年
女,1970,中年
女,1960,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1950,老年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1960,中年
女,1980,中年
男,1960,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1950,老年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1950,老年
女,1960,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1960,中年
男,1990,青年
女,1970,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1970,中年
女,1980,中年
男,1950,老年
女,1980,中年
女,1970,中年
男,1980,中年
女,1960,中年
男,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1950,老年
男,1970,中年
男,1980,中年
男,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
男,1980,中年
男,1960,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
男,1980,中年
男,1950,老年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
男,1980,中年
女,1970,中年
男,1970,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1950,老年
女,1990,青年
女,1980,中年
男,1980,中年
女,1980,中年
男,1970,中年
女,1990,青年
女,1940,老年
女,1960,中年
女,1980,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1990,青年
男,1990,青年
男,1970,中年
男,1960,中年
女,1980,中年
男,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1960,中年
男,1970,中年
女,1980,中年
男,1980,中年
女,1970,中年
女,1980,中年
男,1960,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1990,青年
女,1970,中年
女,1990,青年
女,1960,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1990,青年
女,1960,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1980,中年
男,1950,老年
女,1980,中年
女,1980,中年
男,1980,中年
男,1970,中年
女,1970,中年
男,1980,中年
女,1960,中年
女,1960,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1950,老年
女,1950,老年
男,2000,青年
女,1970,中年
男,1980,中年
男,1970,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1960,中年
女,1950,老年
男,1980,中年
男,1950,老年
女,1980,中年
女,1970,中年
男,1970,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1970,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1980,中年
男,1970,中年
男,1950,老年
女,1960,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1950,老年
女,1970,中年
女,1950,老年
女,1980,中年
女,1960,中年
女,1990,青年
女,1950,老年
女,1990,青年
女,1960,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1970,中年
女,1970,中年
男,1960,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1950,老年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
男,1990,青年
女,1980,中年
女,1980,中年
男,1980,中年
女,1990,青年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1960,中年
男,1980,中年
女,1980,中年
男,1990,青年
女,1980,中年
女,1970,中年
男,1970,中年
女,1970,中年
男,1960,中年
男,1970,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1990,青年
男,1980,中年
女,1980,中年
男,1950,老年
女,1980,中年
男,1960,中年
男,1970,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1950,老年
女,1950,老年
女,1970,中年
男,1960,中年
女,1970,中年
男,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1990,青年
女,1970,中年
女,1960,中年
男,1950,老年
男,1960,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1970,中年
男,1960,中年
男,1960,中年
女,1980,中年
男,1960,中年
女,1950,老年
女,1990,青年
女,1980,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1950,老年
女,1970,中年
男,1970,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1950,老年
女,1980,中年
男,1980,中年
男,1990,青年
男,1980,中年
女,1980,中年
女,1960,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1990,青年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1990,青年
女,1970,中年
女,1940,老年
女,1980,中年
男,1960,中年
女,1990,青年
男,1960,中年
女,1980,中年
女,1970,中年
男,1960,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1960,中年
女,1960,中年
女,1960,中年
女,1960,中年
女,1990,青年
女,1970,中年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1990,青年
男,1980,中年
男,1980,中年
女,1970,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1950,老年
女,1960,中年
女,1980,中年
男,1980,中年
女,1960,中年
女,1970,中年
女,1990,青年
女,1980,中年
女,1950,老年
女,1960,中年
男,1950,老年
女,1990,青年
女,1980,中年
女,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1950,老年
男,1950,老年
女,1960,中年
女,1960,中年
女,1980,中年
女,1950,老年
女,1950,老年
女,1950,老年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1960,中年
女,1950,老年
女,1970,中年
女,1980,中年
女,1950,老年
女,1980,中年
女,1970,中年
男,1980,中年
女,1970,中年
女,1970,中年
女,1980,中年
男,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1960,中年
女,1970,中年
男,1960,中年
女,1980,中年
女,1970,中年
男,1980,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1990,青年
男,1980,中年
女,1960,中年
女,1970,中年
女,1970,中年
女,1980,中年
女,1980,中年
男,1980,中年
男,1980,中年
女,1970,中年
男,1980,中年
男,1970,中年
女,1970,中年
女,1980,中年
女,1970,中年
男,1970,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
男,1980,中年
女,1970,中年
男,1960,中年
女,1940,老年
男,1970,中年
男,1980,中年
女,1970,中年
男,1980,中年
女,1980,中年
男,1950,老年
男,1980,中年
女,1990,青年
女,1970,中年
女,1980,中年
男,1970,中年
女,1960,中年
女,1980,中年
女,1970,中年
女,1960,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1980,中年
女,1970,中年
女,1950,老年
男,1970,中年
女,1970,中年
女,1980,中年
男,1980,中年
女,1950,老年
女,1980,中年
女,1970,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1990,青年
女,1970,中年
男,1980,中年
男,1980,中年
男,1980,中年
女,1970,中年
女,1980,中年
男,1960,中年
男,1980,中年
女,1980,中年
男,1980,中年
女,1990,青年
女,1970,中年
女,1980,中年
女,1970,中年
女,1970,中年
女,1960,中年
女,1980,中年
男,1980,中年
女,1960,中年
女,1960,中年
男,1990,青年
男,1980,中年
女,1960,中年
